From	Entry	GeneID	Organism
ENSG00000161013	E5RFS3		Homo sapiens (Human)
ENSG00000161013	H0YB63		Homo sapiens (Human)
ENSG00000161013	H0YB84		Homo sapiens (Human)
ENSG00000161013	H0YB89		Homo sapiens (Human)
ENSG00000161013	H0YC11		Homo sapiens (Human)
ENSG00000161013	H0YC13		Homo sapiens (Human)
ENSG00000161013	H0YC56		Homo sapiens (Human)
ENSG00000161013	H0YC79		Homo sapiens (Human)
ENSG00000100968	Q14934	4776;	Homo sapiens (Human)
ENSG00000100968	G3V4K1		Homo sapiens (Human)
ENSG00000100968	G3V4U6		Homo sapiens (Human)
ENSG00000100968	G3V5H0		Homo sapiens (Human)
ENSG00000171634	Q12830	2186;	Homo sapiens (Human)
ENSG00000171634	A0A2R8Y7Q1		Homo sapiens (Human)
ENSG00000171634	E7ETD6		Homo sapiens (Human)
ENSG00000171634	E9PE19		Homo sapiens (Human)
ENSG00000171634	F5GXF5		Homo sapiens (Human)
ENSG00000171634	F5H176		Homo sapiens (Human)
ENSG00000171634	J3KSK9		Homo sapiens (Human)
ENSG00000171634	J3KSY0		Homo sapiens (Human)
ENSG00000171634	J3QLW4		Homo sapiens (Human)
ENSG00000171634	J3QQK4	2186;	Homo sapiens (Human)
ENSG00000171634	J3QQQ8		Homo sapiens (Human)
ENSG00000198774	O75901	9182;	Homo sapiens (Human)
ENSG00000231924	P11464	5669;	Homo sapiens (Human)
ENSG00000231924	G5E9F7	5669;	Homo sapiens (Human)
ENSG00000231924	M0QY44		Homo sapiens (Human)
ENSG00000231924	M0QZQ1		Homo sapiens (Human)
ENSG00000231924	M0R235		Homo sapiens (Human)
ENSG00000088325	Q9ULW0	22974;	Homo sapiens (Human)
ENSG00000165762	Q8NGD2	390431;	Homo sapiens (Human)
ENSG00000148719	Q9NXW2	54788;	Homo sapiens (Human)
ENSG00000148719	J3KPS0	54788;	Homo sapiens (Human)
ENSG00000148719	V9GY70		Homo sapiens (Human)
ENSG00000148719	V9GYN7		Homo sapiens (Human)
ENSG00000160551	Q7L7X3	57551;	Homo sapiens (Human)
ENSG00000160551	A0A994J797		Homo sapiens (Human)
ENSG00000160551	J3QS76		Homo sapiens (Human)
ENSG00000198704	P59796	257202;	Homo sapiens (Human)
ENSG00000198704	A0A182DWH6		Homo sapiens (Human)
ENSG00000150667	Q8NA03	161835;	Homo sapiens (Human)
ENSG00000150667	A0A2R8Y503		Homo sapiens (Human)
ENSG00000150667	A0A2R8YHB5		Homo sapiens (Human)
ENSG00000150667	H0YNV9		Homo sapiens (Human)
ENSG00000120341	Q96JE7	89866;	Homo sapiens (Human)
ENSG00000120341	E9PK14		Homo sapiens (Human)
ENSG00000120341	H0YE70		Homo sapiens (Human)
ENSG00000120341	U3KQ39		Homo sapiens (Human)
ENSG00000115841	Q96LZ7	151393;	Homo sapiens (Human)
ENSG00000115841	A0A0A0MSD2		Homo sapiens (Human)
ENSG00000115841	A0A0C4DFM4	151393;	Homo sapiens (Human)
ENSG00000115841	B5MC85		Homo sapiens (Human)
ENSG00000115841	C9JGB2		Homo sapiens (Human)
ENSG00000115841	C9JUD5		Homo sapiens (Human)
ENSG00000115841	F8WFC3		Homo sapiens (Human)
ENSG00000115841	H7C2J3		Homo sapiens (Human)
ENSG00000182473	Q9UPT5	23265;	Homo sapiens (Human)
ENSG00000182473	A0A0A0MRE1		Homo sapiens (Human)
ENSG00000182473	A0A0A0MSB8		Homo sapiens (Human)
ENSG00000182473	B4DJ07	23265;	Homo sapiens (Human)
ENSG00000182473	B5MCY9	23265;	Homo sapiens (Human)
ENSG00000182473	C9JKC2		Homo sapiens (Human)
ENSG00000182473	C9JME6		Homo sapiens (Human)
ENSG00000182473	K7ENP8		Homo sapiens (Human)
ENSG00000182473	K7ERQ5		Homo sapiens (Human)
ENSG00000151498	Q9UKU7	27034;	Homo sapiens (Human)
ENSG00000151498	E9PKP9		Homo sapiens (Human)
ENSG00000151498	E9PLS3		Homo sapiens (Human)
ENSG00000144668	Q13797	3680;	Homo sapiens (Human)
ENSG00000144668	E9PDS3		Homo sapiens (Human)
ENSG00000144668	H7C2L1		Homo sapiens (Human)
ENSG00000156510	Q2TB90	80201;	Homo sapiens (Human)
ENSG00000088002	O00204	6820;	Homo sapiens (Human)
ENSG00000184922	O95466	752;	Homo sapiens (Human)
ENSG00000184922	K7EJE6		Homo sapiens (Human)
ENSG00000184922	K7EK60		Homo sapiens (Human)
ENSG00000184922	K7EMY8		Homo sapiens (Human)
ENSG00000184922	K7ERL1		Homo sapiens (Human)
ENSG00000105778	Q8NBF6	23080;	Homo sapiens (Human)
ENSG00000105778	B8ZZW5		Homo sapiens (Human)
ENSG00000105778	H7C0I1		Homo sapiens (Human)
ENSG00000175766	A6NMX2	253314;	Homo sapiens (Human)
ENSG00000175766	D6RHE2		Homo sapiens (Human)
ENSG00000175766	H0Y8X3		Homo sapiens (Human)
ENSG00000196208	Q4ZG55	9687;	Homo sapiens (Human)
ENSG00000196208	A0A0D9SG99		Homo sapiens (Human)
ENSG00000196208	C9JIG0		Homo sapiens (Human)
ENSG00000196208	F8W6E5		Homo sapiens (Human)
ENSG00000179029	Q6UX40	84314;	Homo sapiens (Human)
ENSG00000179029	B2RDT5		Homo sapiens (Human)
ENSG00000179029	B3KNL7		Homo sapiens (Human)
ENSG00000179029	E9PIH0		Homo sapiens (Human)
ENSG00000109079	Q13829	7126;	Homo sapiens (Human)
ENSG00000109079	J3QS43		Homo sapiens (Human)
ENSG00000109079	J3QSD4		Homo sapiens (Human)
ENSG00000109079	K7EM01		Homo sapiens (Human)
ENSG00000100784	O75582	9252;	Homo sapiens (Human)
ENSG00000100784	A0A3B3ISL8		Homo sapiens (Human)
ENSG00000100784	G3V2D1		Homo sapiens (Human)
ENSG00000100784	G3V4D7		Homo sapiens (Human)
ENSG00000100784	H0YJE1		Homo sapiens (Human)
ENSG00000157350	Q16842	6483;	Homo sapiens (Human)
ENSG00000110852	Q92478	9976;	Homo sapiens (Human)
ENSG00000110852	F5H631		Homo sapiens (Human)
ENSG00000171291	Q8NDP4	90594;	Homo sapiens (Human)
ENSG00000171291	A0A0C4DG37	90594;	Homo sapiens (Human)
ENSG00000171291	A0A804HI69	90594;	Homo sapiens (Human)
ENSG00000171291	C9JMA7		Homo sapiens (Human)
ENSG00000197860	Q96EQ0	54557;	Homo sapiens (Human)
ENSG00000197860	D6RFW1		Homo sapiens (Human)
ENSG00000151789	Q9H6B1	79750;	Homo sapiens (Human)
ENSG00000151789	A0A2R8Y4E5		Homo sapiens (Human)
ENSG00000151789	A0A2R8YG37	79750;	Homo sapiens (Human)
ENSG00000151789	A0A3B3IUA5		Homo sapiens (Human)
ENSG00000151789	A0A994J524		Homo sapiens (Human)
ENSG00000151789	A0A994J528		Homo sapiens (Human)
ENSG00000151789	A0A994J5B7		Homo sapiens (Human)
ENSG00000151789	A0A994J5C1		Homo sapiens (Human)
ENSG00000151789	A0A994J5P6	79750;	Homo sapiens (Human)
ENSG00000151789	A0A994J5Q0		Homo sapiens (Human)
ENSG00000151789	A0A994J7K4		Homo sapiens (Human)
ENSG00000151789	A0A994J7Y4		Homo sapiens (Human)
ENSG00000151789	F8WEJ0		Homo sapiens (Human)
ENSG00000137558	O43692	51050;	Homo sapiens (Human)
ENSG00000226600	Q5JQC4	100507170;255313;653282;728036;728042;728049;728062;728072;728075;728082;728090;728096;	Homo sapiens (Human)
ENSG00000196562	Q8IWU5	55959;	Homo sapiens (Human)
ENSG00000196562	A0A8V8TMY2		Homo sapiens (Human)
ENSG00000196562	B1AMP9		Homo sapiens (Human)
ENSG00000196562	H0Y872		Homo sapiens (Human)
ENSG00000129437	Q9P0G3	43847;	Homo sapiens (Human)
ENSG00000129437	A0A1R3UHJ7	43847;	Homo sapiens (Human)
ENSG00000169504	Q9Y696	25932;	Homo sapiens (Human)
ENSG00000152086	Q6PEY2	112714;	Homo sapiens (Human)
ENSG00000125815	O60676	10047;	Homo sapiens (Human)
ENSG00000125815	A2A2N0		Homo sapiens (Human)
ENSG00000197153	P68431	8350;8351;8352;8353;8354;8355;8356;8357;8358;8968;	Homo sapiens (Human)
ENSG00000133250	Q96IQ9	84330;	Homo sapiens (Human)
ENSG00000133250	M0R0Q5		Homo sapiens (Human)
ENSG00000133250	M0R1G8		Homo sapiens (Human)
ENSG00000133250	M0R2Q9		Homo sapiens (Human)
ENSG00000133250	M0R398		Homo sapiens (Human)
ENSG00000151726	P33121	2180;	Homo sapiens (Human)
ENSG00000151726	A0A994J7S4		Homo sapiens (Human)
ENSG00000151726	B7Z3Z9		Homo sapiens (Human)
ENSG00000151726	D6RER0		Homo sapiens (Human)
ENSG00000151726	D6RG07		Homo sapiens (Human)
ENSG00000151726	E7EPM6	2180;	Homo sapiens (Human)
ENSG00000151726	H0Y9U7		Homo sapiens (Human)
ENSG00000151726	H0Y9Z9		Homo sapiens (Human)
ENSG00000007908	P16581	6401;	Homo sapiens (Human)
ENSG00000007908	Q5TI72		Homo sapiens (Human)
ENSG00000007908	Q5TI73		Homo sapiens (Human)
ENSG00000007908	Q5TI74		Homo sapiens (Human)
ENSG00000007908	Q5TI75		Homo sapiens (Human)
ENSG00000007908	V9GYI4		Homo sapiens (Human)
ENSG00000143546	P05109	6279;	Homo sapiens (Human)
ENSG00000168515	O95968	10648;	Homo sapiens (Human)
ENSG00000172115	P99999	54205;	Homo sapiens (Human)
ENSG00000172115	C9JFR7		Homo sapiens (Human)
ENSG00000145604	Q13309	6502;	Homo sapiens (Human)
ENSG00000145604	A0A0A0MTL5		Homo sapiens (Human)
ENSG00000145604	A0A7I2V2J7		Homo sapiens (Human)
ENSG00000145604	A0A7I2V3U1		Homo sapiens (Human)
ENSG00000145604	A0A7I2V413		Homo sapiens (Human)
ENSG00000145604	A0A7I2V5B8		Homo sapiens (Human)
ENSG00000145604	A0A7I2YQB7		Homo sapiens (Human)
ENSG00000145604	A0A7I2YQC7		Homo sapiens (Human)
ENSG00000145604	A0A7I2YQH6		Homo sapiens (Human)
ENSG00000145604	A0A7P0S4R7		Homo sapiens (Human)
ENSG00000145604	D6R9R7		Homo sapiens (Human)
ENSG00000145604	D6RAG5		Homo sapiens (Human)
ENSG00000145604	D6RF40		Homo sapiens (Human)
ENSG00000145604	D6RHY6		Homo sapiens (Human)
ENSG00000145604	H0Y9I9		Homo sapiens (Human)
ENSG00000162591	O75095	1953;	Homo sapiens (Human)
ENSG00000162591	A0A8V8TL19		Homo sapiens (Human)
ENSG00000162591	H7C557		Homo sapiens (Human)
ENSG00000162591	H7C5N9		Homo sapiens (Human)
ENSG00000204481	Q5SWL7	729528;	Homo sapiens (Human)
ENSG00000139780	Q5VZV1	196541;	Homo sapiens (Human)
ENSG00000092148	Q9ULT8	25831;	Homo sapiens (Human)
ENSG00000092148	A0A087X2H1	25831;	Homo sapiens (Human)
ENSG00000092148	A0A8I5KU01		Homo sapiens (Human)
ENSG00000092148	A0A8I5KUD6		Homo sapiens (Human)
ENSG00000092148	A0A8I5QJE9		Homo sapiens (Human)
ENSG00000092148	A0A8I5QJU2	25831;	Homo sapiens (Human)
ENSG00000092148	G3V4V5		Homo sapiens (Human)
ENSG00000092148	H0YJ72		Homo sapiens (Human)
ENSG00000092148	H0YJD4	25831;	Homo sapiens (Human)
ENSG00000092148	H0YJP0		Homo sapiens (Human)
ENSG00000124818	Q6U736	221391;	Homo sapiens (Human)
ENSG00000124818	D6RDV4		Homo sapiens (Human)
ENSG00000124818	J3KPQ2		Homo sapiens (Human)
ENSG00000124839	Q9H0T7	64284;	Homo sapiens (Human)
ENSG00000124839	B8ZZM5		Homo sapiens (Human)
ENSG00000124839	C9J0T6		Homo sapiens (Human)
ENSG00000124839	F8WAG1		Homo sapiens (Human)
ENSG00000124839	F8WBE9		Homo sapiens (Human)
ENSG00000124839	H7C1P7		Homo sapiens (Human)
ENSG00000204315	Q9UIM3	63943;	Homo sapiens (Human)
ENSG00000105518	Q6UW68	374882;	Homo sapiens (Human)
ENSG00000105518	K7EJQ9		Homo sapiens (Human)
ENSG00000105518	K7ELQ9		Homo sapiens (Human)
ENSG00000105518	K7EM09		Homo sapiens (Human)
ENSG00000105518	K7EMV9		Homo sapiens (Human)
ENSG00000105518	K7EPR0		Homo sapiens (Human)
ENSG00000105518	K7ER05		Homo sapiens (Human)
ENSG00000177971	Q9NV31	55272;	Homo sapiens (Human)
ENSG00000172938	Q8TDS7	116512;	Homo sapiens (Human)
ENSG00000197935	Q5JNZ3	282890;	Homo sapiens (Human)
ENSG00000170632	Q8N2F6	83787;	Homo sapiens (Human)
ENSG00000170632	C9J5N7		Homo sapiens (Human)
ENSG00000170632	H7BXM8		Homo sapiens (Human)
ENSG00000170632	H7BXQ8	83787;	Homo sapiens (Human)
ENSG00000170632	H7C2M7		Homo sapiens (Human)
ENSG00000100209	Q8IWL3	150274;	Homo sapiens (Human)
ENSG00000100209	B0QYH2	150274;	Homo sapiens (Human)
ENSG00000100209	F8WBY7		Homo sapiens (Human)
ENSG00000050438	Q2Y0W8	9498;	Homo sapiens (Human)
ENSG00000168267	Q7RTS3	256297;	Homo sapiens (Human)
ENSG00000168267	A0A1W2PPH2		Homo sapiens (Human)
ENSG00000168267	A0A1W2PQC4		Homo sapiens (Human)
ENSG00000168267	A0A1W2PQF5		Homo sapiens (Human)
ENSG00000168267	A0A1W2PR29		Homo sapiens (Human)
ENSG00000168267	A0A1W2PRT5		Homo sapiens (Human)
ENSG00000114999	Q8NG68	150465;	Homo sapiens (Human)
ENSG00000140691	Q96C12	79798;	Homo sapiens (Human)
ENSG00000140691	A0A1D5RMU3		Homo sapiens (Human)
ENSG00000140691	H3BS74		Homo sapiens (Human)
ENSG00000140691	J3KQ26	79798;	Homo sapiens (Human)
ENSG00000247746	Q70EK9	158880;	Homo sapiens (Human)
ENSG00000247746	A0A1B0GVA6		Homo sapiens (Human)
ENSG00000179088	Q96LP6	374470;	Homo sapiens (Human)
ENSG00000179088	F8VV63	374470;	Homo sapiens (Human)
ENSG00000179088	F8VX61		Homo sapiens (Human)
ENSG00000179088	F8W1Y6		Homo sapiens (Human)
ENSG00000242875	A6NDE4	378948;	Homo sapiens (Human)
ENSG00000242875	F2Z2U1		Homo sapiens (Human)
ENSG00000118655	Q9H816	64858;	Homo sapiens (Human)
ENSG00000118655	A0A3B3IT16		Homo sapiens (Human)
ENSG00000118655	A0A3B3ITQ0		Homo sapiens (Human)
ENSG00000172572	Q14432	5139;	Homo sapiens (Human)
ENSG00000197837	P62805	121504;554313;8294;8359;8360;8361;8362;8363;8364;8365;8366;8367;8368;8370;	Homo sapiens (Human)
ENSG00000108256	Q7Z417	57532;	Homo sapiens (Human)
ENSG00000170275	O75718	10491;	Homo sapiens (Human)
ENSG00000170275	C9JP16		Homo sapiens (Human)
ENSG00000183395	P20382	5367;	Homo sapiens (Human)
ENSG00000177380	O75145	8541;	Homo sapiens (Human)
ENSG00000177380	A0A0C4DGR7		Homo sapiens (Human)
ENSG00000177380	A0A0C4DGR8		Homo sapiens (Human)
ENSG00000177380	R4GN36		Homo sapiens (Human)
ENSG00000177380	R4GNF1		Homo sapiens (Human)
ENSG00000197757	P09630	3223;	Homo sapiens (Human)
ENSG00000197757	D6RBH4		Homo sapiens (Human)
ENSG00000197757	D6RC34		Homo sapiens (Human)
ENSG00000241595	Q9BYQ2	85280;	Homo sapiens (Human)
ENSG00000249242	B9EJG8	441027;	Homo sapiens (Human)
ENSG00000249242	D6RAQ9		Homo sapiens (Human)
ENSG00000249242	D6RDW6		Homo sapiens (Human)
ENSG00000100565	Q0VAA2	145497;	Homo sapiens (Human)
ENSG00000100565	A0A8I5KUH5		Homo sapiens (Human)
ENSG00000100565	A0A8I5KUN0		Homo sapiens (Human)
ENSG00000100565	A0A8I5KUZ3		Homo sapiens (Human)
ENSG00000100565	A0A8I5KW16		Homo sapiens (Human)
ENSG00000100565	G3V5G9		Homo sapiens (Human)
ENSG00000100565	H7BXD0		Homo sapiens (Human)
ENSG00000164112	Q4W5P6		Homo sapiens (Human)
ENSG00000164112	A0A7E1QX52		Homo sapiens (Human)
ENSG00000094916	P45973	23468;	Homo sapiens (Human)
ENSG00000094916	F8VNY3		Homo sapiens (Human)
ENSG00000154845	Q8TF05	9989;	Homo sapiens (Human)
ENSG00000154845	F8WAJ9		Homo sapiens (Human)
ENSG00000154845	J3KRU1		Homo sapiens (Human)
ENSG00000154845	J3KSB0		Homo sapiens (Human)
ENSG00000154845	J3KSH2		Homo sapiens (Human)
ENSG00000154845	J3KSS1		Homo sapiens (Human)
ENSG00000154845	J3QL26		Homo sapiens (Human)
ENSG00000154845	J3QLA6		Homo sapiens (Human)
ENSG00000154845	J3QQV0		Homo sapiens (Human)
ENSG00000154845	J3QRV2		Homo sapiens (Human)
ENSG00000112964	P10912	2690;	Homo sapiens (Human)
ENSG00000112964	A0A087X0H5	2690;	Homo sapiens (Human)
ENSG00000112964	A0A087X162	2690;	Homo sapiens (Human)
ENSG00000112964	E7ES05		Homo sapiens (Human)
ENSG00000112964	E9PCN7		Homo sapiens (Human)
ENSG00000198301	Q9NVU7	55153;	Homo sapiens (Human)
ENSG00000198301	D6RC74		Homo sapiens (Human)
ENSG00000198301	D6RIR5		Homo sapiens (Human)
ENSG00000198301	E7EW05	55153;	Homo sapiens (Human)
ENSG00000198301	F8W8T7		Homo sapiens (Human)
ENSG00000140832	Q96A59	91862;	Homo sapiens (Human)
ENSG00000140832	J3KSM2		Homo sapiens (Human)
ENSG00000116809	Q13105	7709;	Homo sapiens (Human)
ENSG00000116809	H0Y6X2		Homo sapiens (Human)
ENSG00000116809	H7C1K8		Homo sapiens (Human)
ENSG00000198090	Q9BYQ5	81871;	Homo sapiens (Human)
ENSG00000076604	Q9BUZ4	9618;	Homo sapiens (Human)
ENSG00000076604	A0A0C4DFM9		Homo sapiens (Human)
ENSG00000076604	C9JJ10		Homo sapiens (Human)
ENSG00000076604	F6SA91		Homo sapiens (Human)
ENSG00000076604	J3QR87		Homo sapiens (Human)
ENSG00000076604	J3QS94		Homo sapiens (Human)
ENSG00000076604	J9JIG0		Homo sapiens (Human)
ENSG00000076604	K7EJG7		Homo sapiens (Human)
ENSG00000076604	K7EM06		Homo sapiens (Human)
ENSG00000076604	K7ER49		Homo sapiens (Human)
ENSG00000133055	Q13203	4608;	Homo sapiens (Human)
ENSG00000123136	O00148	10212;	Homo sapiens (Human)
ENSG00000123136	A0A0D9SEM9		Homo sapiens (Human)
ENSG00000123136	K7EIL8		Homo sapiens (Human)
ENSG00000123136	K7EL56		Homo sapiens (Human)
ENSG00000123136	K7EN69		Homo sapiens (Human)
ENSG00000123136	K7ENP6		Homo sapiens (Human)
ENSG00000123136	K7EPJ3		Homo sapiens (Human)
ENSG00000123136	K7EQN7		Homo sapiens (Human)
ENSG00000019186	Q07973	1591;	Homo sapiens (Human)
ENSG00000076944	Q15833	6813;	Homo sapiens (Human)
ENSG00000076944	A0A8V8TNF6		Homo sapiens (Human)
ENSG00000076944	M0R0D4		Homo sapiens (Human)
ENSG00000076944	M0R0M7		Homo sapiens (Human)
ENSG00000076944	M0R118		Homo sapiens (Human)
ENSG00000076944	M0R1A1		Homo sapiens (Human)
ENSG00000076944	M0R376		Homo sapiens (Human)
ENSG00000076944	R4GMY7		Homo sapiens (Human)
ENSG00000168517	Q96MH2	124790;	Homo sapiens (Human)
ENSG00000168517	K7EIM4		Homo sapiens (Human)
ENSG00000168517	K7EJA3		Homo sapiens (Human)
ENSG00000168517	K7ELS4		Homo sapiens (Human)
ENSG00000168517	K7ERG7		Homo sapiens (Human)
ENSG00000168517	K7ESM2		Homo sapiens (Human)
ENSG00000172663	Q9H6X4	80194;	Homo sapiens (Human)
ENSG00000172663	A0A087WY65		Homo sapiens (Human)
ENSG00000172663	A0A087X042		Homo sapiens (Human)
ENSG00000172663	B4E0E3		Homo sapiens (Human)
ENSG00000172663	G3V1M5		Homo sapiens (Human)
ENSG00000114374	O00507	8287;	Homo sapiens (Human)
ENSG00000114374	H7C2M9		Homo sapiens (Human)
ENSG00000236279	P0C7M8	154790;	Homo sapiens (Human)
ENSG00000236279	H0YB20		Homo sapiens (Human)
ENSG00000116260	O00391	5768;	Homo sapiens (Human)
ENSG00000116260	A8MXT8		Homo sapiens (Human)
ENSG00000116260	H0Y5Z8		Homo sapiens (Human)
ENSG00000181234	Q8N3T6	92293;	Homo sapiens (Human)
ENSG00000243509	O95407	8771;	Homo sapiens (Human)
ENSG00000153310	Q9NUQ9	51571;	Homo sapiens (Human)
ENSG00000153310	A0A8V8TMP7		Homo sapiens (Human)
ENSG00000153310	E5RFS4		Homo sapiens (Human)
ENSG00000153310	E5RGI7		Homo sapiens (Human)
ENSG00000153310	E5RH75		Homo sapiens (Human)
ENSG00000153310	E5RHU5		Homo sapiens (Human)
ENSG00000153310	E5RI16		Homo sapiens (Human)
ENSG00000153310	E5RIR8		Homo sapiens (Human)
ENSG00000153310	E5RJE1		Homo sapiens (Human)
ENSG00000153310	E5RJL8		Homo sapiens (Human)
ENSG00000153310	E5RK61		Homo sapiens (Human)
ENSG00000153310	E5RK81		Homo sapiens (Human)
ENSG00000149308	Q14207	4863;	Homo sapiens (Human)
ENSG00000149308	E9PKJ1		Homo sapiens (Human)
ENSG00000149308	H0YET3		Homo sapiens (Human)
ENSG00000114316	Q13107	7375;	Homo sapiens (Human)
ENSG00000114316	C9JNU9		Homo sapiens (Human)
ENSG00000114316	H7C189		Homo sapiens (Human)
ENSG00000124731	Q9NP99	54210;	Homo sapiens (Human)
ENSG00000124731	K7EKM5	54210;	Homo sapiens (Human)
ENSG00000067704	Q9NSE4	55699;	Homo sapiens (Human)
ENSG00000165359	Q5JSJ4	203522;	Homo sapiens (Human)
ENSG00000165359	A0A1W2PPI5		Homo sapiens (Human)
ENSG00000163083	P09529	3625;	Homo sapiens (Human)
ENSG00000165617	Q9NYF0	51339;	Homo sapiens (Human)
ENSG00000165617	B7Z673		Homo sapiens (Human)
ENSG00000165617	C9JGV7		Homo sapiens (Human)
ENSG00000136231	O00425	10643;	Homo sapiens (Human)
ENSG00000136231	F8WD15		Homo sapiens (Human)
ENSG00000215018	Q2UY09	340267;	Homo sapiens (Human)
ENSG00000215018	A0A0C4DG66		Homo sapiens (Human)
ENSG00000215018	A0A0C4DG72		Homo sapiens (Human)
ENSG00000215018	H7BZU0		Homo sapiens (Human)
ENSG00000215018	H7C3P2		Homo sapiens (Human)
ENSG00000132394	P57772	60678;	Homo sapiens (Human)
ENSG00000132394	C9J8T0		Homo sapiens (Human)
ENSG00000181072	P08172	1129;	Homo sapiens (Human)
ENSG00000143776	Q5VT25	8476;	Homo sapiens (Human)
ENSG00000143776	A0A0A0MRJ0		Homo sapiens (Human)
ENSG00000143776	A0A0A0MRJ1		Homo sapiens (Human)
ENSG00000143776	A0A8I5QJM2		Homo sapiens (Human)
ENSG00000143776	H0Y5V1		Homo sapiens (Human)
ENSG00000143776	H0Y6R0		Homo sapiens (Human)
ENSG00000143776	H0Y7V8		Homo sapiens (Human)
ENSG00000110436	P43004	6506;	Homo sapiens (Human)
ENSG00000110436	A0A163QEF0		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y4D1		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y4N0		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y4W1		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y5Y1		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y642		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y6B8		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y6J5		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y740		Homo sapiens (Human)
ENSG00000110436	A0A2R8Y860	6506;	Homo sapiens (Human)
ENSG00000110436	A0A2R8Y862		Homo sapiens (Human)
ENSG00000110436	A0A2R8YCL7		Homo sapiens (Human)
ENSG00000110436	A0A2R8YD46		Homo sapiens (Human)
ENSG00000110436	A0A2R8YFE3	6506;	Homo sapiens (Human)
ENSG00000110436	A0A2R8YG01		Homo sapiens (Human)
ENSG00000110436	A0A2R8YH93		Homo sapiens (Human)
ENSG00000110436	A0A2R8YHI4		Homo sapiens (Human)
ENSG00000110436	A0A2U3TZS7	6506;	Homo sapiens (Human)
ENSG00000110436	A0A2U3U0E3		Homo sapiens (Human)
ENSG00000110436	C9J9N5		Homo sapiens (Human)
ENSG00000110436	H0YEB1		Homo sapiens (Human)
ENSG00000110436	H0YEK4		Homo sapiens (Human)
ENSG00000164220	O00254	2151;	Homo sapiens (Human)
ENSG00000163362	Q3KP66	55765;	Homo sapiens (Human)
ENSG00000163362	A0A8V8N8P9	55765;	Homo sapiens (Human)
ENSG00000163362	C9JAT8		Homo sapiens (Human)
ENSG00000163362	E9PK29		Homo sapiens (Human)
ENSG00000132671	P31391	6754;	Homo sapiens (Human)
ENSG00000131127	Q15928	7700;	Homo sapiens (Human)
ENSG00000131127	D6RB60		Homo sapiens (Human)
ENSG00000131127	D6RIY0	7700;	Homo sapiens (Human)
ENSG00000135914	P41595	3357;	Homo sapiens (Human)
ENSG00000103502	O14735	10423;	Homo sapiens (Human)
ENSG00000103502	B3KY94		Homo sapiens (Human)
ENSG00000103502	H3BTJ7		Homo sapiens (Human)
ENSG00000103502	H3BUR9		Homo sapiens (Human)
ENSG00000140830	Q9NX01	54957;	Homo sapiens (Human)
ENSG00000140830	H3BN11		Homo sapiens (Human)
ENSG00000140830	H3BQ09		Homo sapiens (Human)
ENSG00000140830	H3BUL8		Homo sapiens (Human)
ENSG00000137414	Q9UBU6	51439;	Homo sapiens (Human)
ENSG00000137414	A0A8I5KTS2		Homo sapiens (Human)
ENSG00000137414	A0A8I5KV35		Homo sapiens (Human)
ENSG00000137414	B4DK49		Homo sapiens (Human)
ENSG00000110911	P49281	4891;	Homo sapiens (Human)
ENSG00000110911	A0A2R8Y4F9		Homo sapiens (Human)
ENSG00000110911	A0A2R8Y5L1		Homo sapiens (Human)
ENSG00000110911	A0A2R8Y5Q7		Homo sapiens (Human)
ENSG00000110911	A0A2R8YD71		Homo sapiens (Human)
ENSG00000110911	A0A2R8YDL2		Homo sapiens (Human)
ENSG00000110911	A0A7P0T8E3		Homo sapiens (Human)
ENSG00000110911	F8VR36		Homo sapiens (Human)
ENSG00000110911	F8VRL7		Homo sapiens (Human)
ENSG00000110911	F8VWB0		Homo sapiens (Human)
ENSG00000110911	F8W154		Homo sapiens (Human)
ENSG00000110911	F8W1C0		Homo sapiens (Human)
ENSG00000110911	F8W1D8		Homo sapiens (Human)
ENSG00000110911	F8W1F2		Homo sapiens (Human)
ENSG00000110911	F8W1P7		Homo sapiens (Human)
ENSG00000110911	H0YIV3		Homo sapiens (Human)
ENSG00000163382	Q8NCW5	128240;	Homo sapiens (Human)
ENSG00000163382	A0A7P0T9Y2		Homo sapiens (Human)
ENSG00000163382	A0A7P0TA18		Homo sapiens (Human)
ENSG00000163382	A0A7P0TAG8		Homo sapiens (Human)
ENSG00000163382	A0A7P0Z426		Homo sapiens (Human)
ENSG00000163382	Q5T3I3		Homo sapiens (Human)
ENSG00000163382	Q5T3I4		Homo sapiens (Human)
ENSG00000163873	Q13003	2899;	Homo sapiens (Human)
ENSG00000172468	Q96LI6	159119;86614;	Homo sapiens (Human)
ENSG00000164483	Q8N6K7	154075;	Homo sapiens (Human)
ENSG00000164483	E9PPN0		Homo sapiens (Human)
ENSG00000164483	E9PR28		Homo sapiens (Human)
ENSG00000164483	E9PR45		Homo sapiens (Human)
ENSG00000164483	E9PRU9		Homo sapiens (Human)
ENSG00000164483	E9PS85		Homo sapiens (Human)
ENSG00000164483	H0YEH9		Homo sapiens (Human)
ENSG00000081019	Q5VWQ0	54665;	Homo sapiens (Human)
